Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S53352418,American Avocet,Recurvirostra americana,5723,48,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2019-03-02,08:44 AM,eBird - Traveling Count,261,1,2.575,,5
S82749174,American Avocet,Recurvirostra americana,5723,120,US-CA,San Mateo,L469365,Ravenswood OSP and Cooley Landing Park,37.4753484,-122.1263655,2021-03-04,08:00 AM,eBird - Traveling Count,100,1,5.633,,1
S54687679,American Avocet,Recurvirostra americana,5723,20,US-CA,Santa Clara,L8999016,Bay Trail - Shoreline Lake,37.4353701,-122.0952026,2019-04-06,08:00 AM,eBird - Traveling Count,180,1,4.828,,7,,,"From the Shoreline Lake boathouse out to the Bay Trail, north to join Santa Clara Valley Audubon Society Big Sit (separate list), then back around the west side of the lake between golf course and playing fields."
S50529881,American Avocet,Recurvirostra americana,5723,40,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2018-12-08,09:00 AM,eBird - Traveling Count,150,1,4.828,,30,,,SCVAS outing at Charleston Slough.
S51936195,American Avocet,Recurvirostra americana,5723,200,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2019-01-19,04:30 PM,eBird - Traveling Count,120,1,3.219,,1
S51936581,American Avocet,Recurvirostra americana,5723,150,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2019-01-20,03:30 PM,eBird - Traveling Count,150,1,6.437,,1
S52321486,American Avocet,Recurvirostra americana,5723,100,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2019-02-02,03:00 PM,eBird - Traveling Count,120,1,3.219,,1,,,Up and then north of Adobe Creek is where the white-tailed kites were active.
S52540731,American Avocet,Recurvirostra americana,5723,10,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2019-02-03,02:00 PM,eBird - Traveling Count,90,1,3.219,,1,,,"Out on the slough, then switched back NW across Adobe Creek and NW along 101."
S54688115,American Avocet,Recurvirostra americana,5723,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2019-04-07,09:00 AM,eBird - Traveling Count,120,1,1.609,,10,,,Most with the Santa Clara Valley Society photography group.
S56206730,American Avocet,Recurvirostra americana,5723,5,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2019-05-12,09:00 AM,eBird - Traveling Count,120,1,4.828,,30
S56949733,American Avocet,Recurvirostra americana,5723,24,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2019-05-28,04:00 PM,eBird - Traveling Count,120,1,4.828,,1
S63409860,American Avocet,Recurvirostra americana,5723,100,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-01-14,03:00 PM,eBird - Traveling Count,150,1,4.023,,1
S65632601,American Avocet,Recurvirostra americana,5723,200,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-03-08,03:30 PM,eBird - Traveling Count,90,1,4.023,,1
S68453585,American Avocet,Recurvirostra americana,5723,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-05-05,08:00 AM,eBird - Traveling Count,120,1,3.219,,2
S70320984,American Avocet,Recurvirostra americana,5723,100,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-06-11,08:00 AM,eBird - Traveling Count,60,1,3.219,,2
S70613225,American Avocet,Recurvirostra americana,5723,60,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-06-18,08:00 AM,eBird - Traveling Count,90,1,3.219,,1
S71058521,American Avocet,Recurvirostra americana,5723,150,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-07-02,08:00 AM,eBird - Traveling Count,90,1,4.828,,2
S72379830,American Avocet,Recurvirostra americana,5723,400,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-08-13,08:00 AM,eBird - Traveling Count,75,1,3.219,,2
S73713262,American Avocet,Recurvirostra americana,5723,200,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-09-17,08:00 AM,eBird - Traveling Count,120,1,3.219,,2
S74571620,American Avocet,Recurvirostra americana,5723,70,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-10-08,08:00 AM,eBird - Traveling Count,90,1,3.219,,1
S75236066,American Avocet,Recurvirostra americana,5723,36,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-10-22,08:00 AM,eBird - Traveling Count,90,1,3.219,,2
S75876913,American Avocet,Recurvirostra americana,5723,80,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-11-05,08:00 AM,eBird - Traveling Count,90,1,4.023,,2
S77025553,American Avocet,Recurvirostra americana,5723,50,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-12-03,08:00 AM,eBird - Traveling Count,120,1,5.633,,2
S77604826,American Avocet,Recurvirostra americana,5723,200,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-12-16,09:00 AM,eBird - Traveling Count,60,1,3.219,,1
S77925517,American Avocet,Recurvirostra americana,5723,200,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-12-24,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S83677016,American Avocet,Recurvirostra americana,5723,36,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2021-03-18,08:00 AM,eBird - Traveling Count,75,1,2.414,,2
S88011724,American Avocet,Recurvirostra americana,5723,8,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2021-05-13,08:00 AM,eBird - Traveling Count,120,1,3.219,,2
S89056031,American Avocet,Recurvirostra americana,5723,36,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2021-05-26,08:00 AM,eBird - Traveling Count,180,1,4.426,,2
S89956531,American Avocet,Recurvirostra americana,5723,200,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2021-06-10,08:00 AM,eBird - Traveling Count,120,1,6.035,,2
S150773078,American Avocet,Recurvirostra americana,5723,100,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2023-09-24,08:30 AM,eBird - Traveling Count,120,1,8.047,,1
S79658389,American Avocet,Recurvirostra americana,5723,24,US-CA,Santa Clara,L954210,Mayfield Slough,37.450843,-122.1023512,2021-01-21,08:00 AM,eBird - Traveling Count,100,1,4.828,,2
S80425793,American Avocet,Recurvirostra americana,5723,36,US-CA,Santa Clara,L954210,Mayfield Slough,37.450843,-122.1023512,2021-02-04,08:30 AM,eBird - Traveling Count,90,1,4.828,,2
S81912259,American Avocet,Recurvirostra americana,5723,48,US-CA,Santa Clara,L954210,Mayfield Slough,37.450843,-122.1023512,2021-02-18,08:00 AM,eBird - Traveling Count,140,1,8.047,,2
S58923725,American Avocet,Recurvirostra americana,5723,40,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2019-08-11,09:00 AM,eBird - Traveling Count,120,1,4.023,,30,,,Santa Clara Valley Audubon Society outing led by Alan Royer.
S69763442,American Avocet,Recurvirostra americana,5723,2,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2020-05-28,08:00 AM,eBird - Traveling Count,150,1,3.219,,2
S76413934,American Avocet,Recurvirostra americana,5723,36,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2020-11-19,08:00 AM,eBird - Traveling Count,120,1,2.414,,2
S53352418,Black-bellied Plover,Pluvialis squatarola,5754,10,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2019-03-02,08:44 AM,eBird - Traveling Count,261,1,2.575,,5
S54687679,Black-bellied Plover,Pluvialis squatarola,5754,10,US-CA,Santa Clara,L8999016,Bay Trail - Shoreline Lake,37.4353701,-122.0952026,2019-04-06,08:00 AM,eBird - Traveling Count,180,1,4.828,,7,,,"From the Shoreline Lake boathouse out to the Bay Trail, north to join Santa Clara Valley Audubon Society Big Sit (separate list), then back around the west side of the lake between golf course and playing fields."
S50529881,Black-bellied Plover,Pluvialis squatarola,5754,5,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2018-12-08,09:00 AM,eBird - Traveling Count,150,1,4.828,,30,,,SCVAS outing at Charleston Slough.
S76413934,Black-bellied Plover,Pluvialis squatarola,5754,1,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2020-11-19,08:00 AM,eBird - Traveling Count,120,1,2.414,,2
S108254891,Killdeer,Charadrius vociferus,5770,4,US-MN,Dakota,L303740,180th St. Marsh (Marshall's Marsh),44.68822,-92.9659032,2022-04-27,09:30 AM,eBird - Stationary Count,60,1,,,2,,,"The group mistook a lone sandhill crane at the west end of the west set of ponds for the white-faced ibis, of which there were actually two and they were in the north side of the east (2nd) set of ponds."
S114361663,Killdeer,Charadrius vociferus,5770,3,US-MN,Dakota,L303740,180th St. Marsh (Marshall's Marsh),44.68822,-92.9659032,2022-07-03,07:00 PM,eBird - Stationary Count,60,1,,,2
S121257793,Killdeer,Charadrius vociferus,5770,1,US-MN,Dakota,L21342532,Jensen Lake Canoe/Kayak Launch,44.7774789,-93.165822,2022-10-23,02:00 PM,eBird - Traveling Count,90,1,4.828,,2,,,Around the lake.
S53352418,Killdeer,Charadrius vociferus,5770,2,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2019-03-02,08:44 AM,eBird - Traveling Count,261,1,2.575,,5
S49817537,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2018-11-09,10:30 AM,eBird - Traveling Count,120,1,3.219,,1
S50529881,Killdeer,Charadrius vociferus,5770,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2018-12-08,09:00 AM,eBird - Traveling Count,150,1,4.828,,30,,,SCVAS outing at Charleston Slough.
S70320984,Killdeer,Charadrius vociferus,5770,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-06-11,08:00 AM,eBird - Traveling Count,60,1,3.219,,2
S71058521,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-07-02,08:00 AM,eBird - Traveling Count,90,1,4.828,,2
S72379830,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-08-13,08:00 AM,eBird - Traveling Count,75,1,3.219,,2
S73713262,Killdeer,Charadrius vociferus,5770,12,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-09-17,08:00 AM,eBird - Traveling Count,120,1,3.219,,2
S74571620,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-10-08,08:00 AM,eBird - Traveling Count,90,1,3.219,,1
S75236066,Killdeer,Charadrius vociferus,5770,3,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-10-22,08:00 AM,eBird - Traveling Count,90,1,3.219,,2
S77025553,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-12-03,08:00 AM,eBird - Traveling Count,120,1,5.633,,2
S88011724,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2021-05-13,08:00 AM,eBird - Traveling Count,120,1,3.219,,2
S89056031,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2021-05-26,08:00 AM,eBird - Traveling Count,180,1,4.426,,2
S89956531,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2021-06-10,08:00 AM,eBird - Traveling Count,120,1,6.035,,2
S150773078,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2023-09-24,08:30 AM,eBird - Traveling Count,120,1,8.047,,1
S71847836,Killdeer,Charadrius vociferus,5770,3,US-CA,Santa Clara,L694875,Emily Renzel Wetlands,37.4425693,-122.1150649,2020-07-23,08:00 AM,eBird - Traveling Count,75,1,1.609,,2,,Including two adolescents.
S48920329,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2018-09-23,09:00 AM,eBird - Traveling Count,180,1,.805,,25,,,Led by Vicki Silvas-Young for Santa Clara Valley Audubon Society and Arvind Kumar for California Native Plant Society.
S54187624,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2019-03-24,09:00 AM,eBird - Traveling Count,180,1,3.219,,30,,,"Led jointly for Openspace, Santa Clara Valley chapter of the California Native Plant Society, and Santa Clara Valley Audubon Society."
S60033690,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2019-09-21,09:00 AM,eBird - Traveling Count,180,1,6.437,,25
S69516748,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2020-05-23,08:00 AM,eBird - Traveling Count,60,1,3.219,,1
S51072142,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L199667,Los Alamitos Creek Trail--Almaden Lake Park,37.2381022,-121.8708828,2018-12-29,09:30 AM,eBird - Traveling Count,150,1,3.219,,8,,,"Christmas bird count, part 2"
S53922444,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L199667,Los Alamitos Creek Trail--Almaden Lake Park,37.2381022,-121.8708828,2019-03-16,08:03 AM,eBird - Traveling Count,183,1,1.915,,12
S71232925,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L199667,Los Alamitos Creek Trail--Almaden Lake Park,37.2381022,-121.8708828,2020-07-07,08:30 AM,eBird - Traveling Count,80,1,4.023,,1
S56566606,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L1148142,Los Gatos Creek Trail--north of Camden Ave.,37.2736533,-121.9474697,2019-05-20,02:30 PM,eBird - Traveling Count,180,1,8.047,,1,,,Campbell Park along Los Gatos Trail to Oka Ponds and back.
S58923725,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2019-08-11,09:00 AM,eBird - Traveling Count,120,1,4.023,,30,,,Santa Clara Valley Audubon Society outing led by Alan Royer.
S69823178,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2020-05-28,07:58 AM,eBird - Traveling Count,168,1,1.609,,2,,,Saw the Ridgway's Rail!
S69763442,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2020-05-28,08:00 AM,eBird - Traveling Count,150,1,3.219,,2
S86681843,Killdeer,Charadrius vociferus,5770,36,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2021-04-29,08:00 AM,eBird - Traveling Count,195,1,4.023,,2
S51072140,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L279302,Santa Clara Valley Water District,37.2480176,-121.8728828,2018-12-29,07:00 AM,eBird - Traveling Count,150,1,1.609,,7,,,"Christmas bird count group, first half"
S85398748,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-04-12,08:00 AM,eBird - Traveling Count,60,1,4.023,,1
S87738062,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-05-10,07:30 AM,eBird - Traveling Count,60,1,4.023,,1
S145444246,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Clara,L868971,Sunnyvale WPCP--Lockheed Ponds and Marsh adjacent to Yahoo,37.4215375,-122.0243955,2023-07-23,09:00 AM,eBird - Traveling Count,60,1,4.828,,1
S75397670,Killdeer,Charadrius vociferus,5770,3,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2020-10-25,08:30 AM,eBird - Traveling Count,90,1,4.828,,1
S82105589,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2021-02-21,09:00 AM,eBird - Traveling Count,120,1,5.633,,1
S85846036,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2021-04-18,08:30 AM,eBird - Traveling Count,120,1,6.437,,1
S88309037,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2021-05-16,09:00 AM,eBird - Traveling Count,105,1,5.633,,1
S88857194,Killdeer,Charadrius vociferus,5770,1,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2021-05-23,08:30 AM,eBird - Traveling Count,150,1,5.633,,1
S50139169,Killdeer,Charadrius vociferus,5770,2,US-CA,Santa Cruz,L8173485,Schwann Lagoon,36.9618163,-121.9988127,2018-11-20,01:00 PM,eBird - Stationary Count,30,1,,,1
S200510111,Killdeer,Charadrius vociferus,5770,1,US-NJ,Somerset,L209724,Lord Stirling Park,40.6951161,-74.5205601,2024-10-27,09:00 AM,eBird - Traveling Count,120,1,9.656,,1,,,"To East Observation Tower and on to Boondocks and back on central trail, plus walk to downtown Basking Ridge."
S161243299,Killdeer,Charadrius vociferus,5770,1,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-02-11,10:00 AM,eBird - Traveling Count,60,1,4.023,,1
S168171175,Killdeer,Charadrius vociferus,5770,1,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-04-11,02:00 PM,eBird - Traveling Count,90,1,4.828,,1
S172654479,Killdeer,Charadrius vociferus,5770,1,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-05-07,09:00 AM,eBird - Traveling Count,120,1,9.656,,1,,,"Bernardsville to Basking Ridge and back via Conkling, Washington, Oak."
S192975659,Killdeer,Charadrius vociferus,5770,1,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-08-27,10:00 AM,eBird - Traveling Count,90,1,9.656,,1
S59653880,Killdeer,Charadrius vociferus,5770,1,US-OR,Washington,L3546346,Jackson Bottom Wetlands Preserve--Survey Area 9,45.5002561,-122.9839289,2019-09-08,02:00 PM,eBird - Traveling Count,120,1,4.828,,2,,,Out to the end of trails on both sides of Jackson Slough.
S150773078,Semipalmated Plover,Charadrius semipalmatus,5777,1,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2023-09-24,08:30 AM,eBird - Traveling Count,120,1,8.047,,1
S53352418,Whimbrel,Numenius phaeopus,5951,3,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2019-03-02,08:44 AM,eBird - Traveling Count,261,1,2.575,,5
S49817537,Whimbrel,Numenius phaeopus,5951,1,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2018-11-09,10:30 AM,eBird - Traveling Count,120,1,3.219,,1
S51936581,Whimbrel,Numenius phaeopus,5951,10,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2019-01-20,03:30 PM,eBird - Traveling Count,150,1,6.437,,1
S150773078,Whimbrel,Numenius phaeopus,5951,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2023-09-24,08:30 AM,eBird - Traveling Count,120,1,8.047,,1
